Platform,Category,Problem Name,URL,Difficulty,Key Concept
LeetCode,Array,453. Minimum Moves to Equal Array Elements,https://leetcode.com/problems/minimum-moves-to-equal-array-elements/,Medium,"Array, Math"
LeetCode,Array,454. 4Sum II,https://leetcode.com/problems/4sum-ii/,Medium,"Array, Hash Table"
LeetCode,Array,455. Assign Cookies,https://leetcode.com/problems/assign-cookies/,Easy,"Array, Two Pointers, Greedy, Sorting"
LeetCode,Array,456. 132 Pattern,https://leetcode.com/problems/132-pattern/,Medium,"Array, Binary Search, Stack, Monotonic Stack, Ordered Set"
LeetCode,Array,457. Circular Array Loop,https://leetcode.com/problems/circular-array-loop/,Medium,"Array, Hash Table, Two Pointers"
LeetCode,Math,458. Poor Pigs,https://leetcode.com/problems/poor-pigs/,Hard,"Math, Dynamic Programming, Combinatorics"
LeetCode,String,459. Repeated Substring Pattern,https://leetcode.com/problems/repeated-substring-pattern/,Easy,"String, String Matching"
LeetCode,Hash Table,460. LFU Cache,https://leetcode.com/problems/lfu-cache/,Hard,"Hash Table, Linked List, Design, Doubly-Linked List"
LeetCode,Bit Manipulation,461. Hamming Distance,https://leetcode.com/problems/hamming-distance/,Easy,Bit Manipulation
LeetCode,Array,462. Minimum Moves to Equal Array Elements II,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/,Medium,"Array, Math, Sorting"
LeetCode,Array,463. Island Perimeter,https://leetcode.com/problems/island-perimeter/,Easy,"Array, Depth-First Search, Breadth-First Search, Matrix"
LeetCode,Math,464. Can I Win,https://leetcode.com/problems/can-i-win/,Medium,"Math, Dynamic Programming, Bit Manipulation, Memoization, Game Theory, Bitmask"
LeetCode,Array,465. Optimal Account Balancing,https://leetcode.com/problems/optimal-account-balancing/,Hard,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
LeetCode,Two Pointers,466. Count The Repetitions,https://leetcode.com/problems/count-the-repetitions/,Hard,"Two Pointers, String, Dynamic Programming"
LeetCode,String,467. Unique Substrings in Wraparound String,https://leetcode.com/problems/unique-substrings-in-wraparound-string/,Medium,"String, Dynamic Programming"
LeetCode,String,468. Validate IP Address,https://leetcode.com/problems/validate-ip-address/,Medium,String
LeetCode,Array,469. Convex Polygon,https://leetcode.com/problems/convex-polygon/,Medium,"Array, Math, Geometry"
LeetCode,Math,470. Implement Rand10() Using Rand7(),https://leetcode.com/problems/implement-rand10-using-rand7/,Medium,"Math, Rejection Sampling, Randomized, Probability and Statistics"
LeetCode,String,471. Encode String with Shortest Length,https://leetcode.com/problems/encode-string-with-shortest-length/,Hard,"String, Dynamic Programming"
LeetCode,Array,472. Concatenated Words,https://leetcode.com/problems/concatenated-words/,Hard,"Array, String, Dynamic Programming, Depth-First Search, Trie, Sorting"
LeetCode,Array,473. Matchsticks to Square,https://leetcode.com/problems/matchsticks-to-square/,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
LeetCode,Array,474. Ones and Zeroes,https://leetcode.com/problems/ones-and-zeroes/,Medium,"Array, String, Dynamic Programming"
LeetCode,Array,475. Heaters,https://leetcode.com/problems/heaters/,Medium,"Array, Two Pointers, Binary Search, Sorting"
LeetCode,Bit Manipulation,476. Number Complement,https://leetcode.com/problems/number-complement/,Easy,Bit Manipulation
LeetCode,Array,477. Total Hamming Distance,https://leetcode.com/problems/total-hamming-distance/,Medium,"Array, Math, Bit Manipulation"
LeetCode,Math,478. Generate Random Point in a Circle,https://leetcode.com/problems/generate-random-point-in-a-circle/,Medium,"Math, Geometry, Rejection Sampling, Randomized"
LeetCode,Math,479. Largest Palindrome Product,https://leetcode.com/problems/largest-palindrome-product/,Hard,"Math, Enumeration"
LeetCode,Array,480. Sliding Window Median,https://leetcode.com/problems/sliding-window-median/,Hard,"Array, Hash Table, Sliding Window, Heap (Priority Queue)"
LeetCode,Two Pointers,481. Magical String,https://leetcode.com/problems/magical-string/,Medium,"Two Pointers, String"
LeetCode,String,482. License Key Formatting,https://leetcode.com/problems/license-key-formatting/,Easy,String
LeetCode,Math,483. Smallest Good Base,https://leetcode.com/problems/smallest-good-base/,Hard,"Math, Binary Search"
LeetCode,Array,484. Find Permutation,https://leetcode.com/problems/find-permutation/,Medium,"Array, String, Stack, Greedy"
LeetCode,Array,485. Max Consecutive Ones,https://leetcode.com/problems/max-consecutive-ones/,Easy,Array
LeetCode,Array,486. Predict the Winner,https://leetcode.com/problems/predict-the-winner/,Medium,"Array, Math, Dynamic Programming, Recursion, Game Theory"
LeetCode,Array,487. Max Consecutive Ones II,https://leetcode.com/problems/max-consecutive-ones-ii/,Medium,"Array, Dynamic Programming, Sliding Window"
LeetCode,String,488. Zuma Game,https://leetcode.com/problems/zuma-game/,Hard,"String, Dynamic Programming, Stack, Breadth-First Search, Memoization"
LeetCode,Backtracking,489. Robot Room Cleaner,https://leetcode.com/problems/robot-room-cleaner/,Hard,"Backtracking, Interactive"
LeetCode,Array,490. The Maze,https://leetcode.com/problems/the-maze/,Medium,"Array, Depth-First Search, Breadth-First Search, Matrix"
LeetCode,Array,491. Non-decreasing Subsequences,https://leetcode.com/problems/non-decreasing-subsequences/,Medium,"Array, Hash Table, Backtracking, Bit Manipulation"
LeetCode,Math,492. Construct the Rectangle,https://leetcode.com/problems/construct-the-rectangle/,Easy,Math
LeetCode,Array,493. Reverse Pairs,https://leetcode.com/problems/reverse-pairs/,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
LeetCode,Array,494. Target Sum,https://leetcode.com/problems/target-sum/,Medium,"Array, Dynamic Programming, Backtracking"
LeetCode,Array,495. Teemo Attacking,https://leetcode.com/problems/teemo-attacking/,Easy,"Array, Simulation"
LeetCode,Array,496. Next Greater Element I,https://leetcode.com/problems/next-greater-element-i/,Easy,"Array, Hash Table, Stack, Monotonic Stack"
LeetCode,Array,497. Random Point in Non-overlapping Rectangles,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles/,Medium,"Array, Math, Binary Search, Reservoir Sampling, Prefix Sum, Ordered Set, Randomized"
LeetCode,Array,498. Diagonal Traverse,https://leetcode.com/problems/diagonal-traverse/,Medium,"Array, Matrix, Simulation"
LeetCode,Array,499. The Maze III,https://leetcode.com/problems/the-maze-iii/,Hard,"Array, String, Depth-First Search, Breadth-First Search, Graph Theory, Heap (Priority Queue), Matrix, Shortest Path"
LeetCode,Array,500. Keyboard Row,https://leetcode.com/problems/keyboard-row/,Easy,"Array, Hash Table, String"
LeetCode,Tree,501. Find Mode in Binary Search Tree,https://leetcode.com/problems/find-mode-in-binary-search-tree/,Easy,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
LeetCode,Array,502. IPO,https://leetcode.com/problems/ipo/,Hard,"Array, Greedy, Sorting, Heap (Priority Queue)"
LeetCode,Array,503. Next Greater Element II,https://leetcode.com/problems/next-greater-element-ii/,Medium,"Array, Stack, Monotonic Stack"
LeetCode,Math,504. Base 7,https://leetcode.com/problems/base-7/,Easy,"Math, String"
LeetCode,Array,505. The Maze II,https://leetcode.com/problems/the-maze-ii/,Medium,"Array, Depth-First Search, Breadth-First Search, Graph Theory, Heap (Priority Queue), Matrix, Shortest Path"
LeetCode,Array,506. Relative Ranks,https://leetcode.com/problems/relative-ranks/,Easy,"Array, Sorting, Heap (Priority Queue)"
LeetCode,Math,507. Perfect Number,https://leetcode.com/problems/perfect-number/,Easy,Math
LeetCode,Hash Table,508. Most Frequent Subtree Sum,https://leetcode.com/problems/most-frequent-subtree-sum/,Medium,"Hash Table, Tree, Depth-First Search, Binary Tree"
LeetCode,Math,509. Fibonacci Number,https://leetcode.com/problems/fibonacci-number/,Easy,"Math, Dynamic Programming, Recursion, Memoization"
LeetCode,Tree,510. Inorder Successor in BST II,https://leetcode.com/problems/inorder-successor-in-bst-ii/,Medium,"Tree, Binary Search Tree, Binary Tree"
LeetCode,Database,511. Game Play Analysis I,https://leetcode.com/problems/game-play-analysis-i/,Easy,Database
LeetCode,Database,512. Game Play Analysis II,https://leetcode.com/problems/game-play-analysis-ii/,Easy,Database
LeetCode,Tree,513. Find Bottom Left Tree Value,https://leetcode.com/problems/find-bottom-left-tree-value/,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
LeetCode,String,514. Freedom Trail,https://leetcode.com/problems/freedom-trail/,Hard,"String, Dynamic Programming, Depth-First Search, Breadth-First Search"
LeetCode,Tree,515. Find Largest Value in Each Tree Row,https://leetcode.com/problems/find-largest-value-in-each-tree-row/,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
LeetCode,String,516. Longest Palindromic Subsequence,https://leetcode.com/problems/longest-palindromic-subsequence/,Medium,"String, Dynamic Programming"
LeetCode,Array,517. Super Washing Machines,https://leetcode.com/problems/super-washing-machines/,Hard,"Array, Greedy"
LeetCode,Array,518. Coin Change II,https://leetcode.com/problems/coin-change-ii/,Medium,"Array, Dynamic Programming"
LeetCode,Hash Table,519. Random Flip Matrix,https://leetcode.com/problems/random-flip-matrix/,Medium,"Hash Table, Math, Reservoir Sampling, Randomized"
LeetCode,String,520. Detect Capital,https://leetcode.com/problems/detect-capital/,Easy,String
LeetCode,String,521. Longest Uncommon Subsequence I,https://leetcode.com/problems/longest-uncommon-subsequence-i/,Easy,String
LeetCode,Array,522. Longest Uncommon Subsequence II,https://leetcode.com/problems/longest-uncommon-subsequence-ii/,Medium,"Array, Hash Table, Two Pointers, String, Sorting"
LeetCode,Array,523. Continuous Subarray Sum,https://leetcode.com/problems/continuous-subarray-sum/,Medium,"Array, Hash Table, Math, Prefix Sum"
LeetCode,Array,524. Longest Word in Dictionary through Deleting,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/,Medium,"Array, Two Pointers, String, Sorting"
LeetCode,Array,525. Contiguous Array,https://leetcode.com/problems/contiguous-array/,Medium,"Array, Hash Table, Prefix Sum"
LeetCode,Array,526. Beautiful Arrangement,https://leetcode.com/problems/beautiful-arrangement/,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
LeetCode,Array,527. Word Abbreviation,https://leetcode.com/problems/word-abbreviation/,Hard,"Array, String, Greedy, Trie, Sorting"
LeetCode,Array,528. Random Pick with Weight,https://leetcode.com/problems/random-pick-with-weight/,Medium,"Array, Math, Binary Search, Prefix Sum, Randomized"
LeetCode,Array,529. Minesweeper,https://leetcode.com/problems/minesweeper/,Medium,"Array, Depth-First Search, Breadth-First Search, Matrix"
LeetCode,Tree,530. Minimum Absolute Difference in BST,https://leetcode.com/problems/minimum-absolute-difference-in-bst/,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree"
LeetCode,Array,531. Lonely Pixel I,https://leetcode.com/problems/lonely-pixel-i/,Medium,"Array, Hash Table, Matrix"
LeetCode,Array,532. K-diff Pairs in an Array,https://leetcode.com/problems/k-diff-pairs-in-an-array/,Medium,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
LeetCode,Array,533. Lonely Pixel II,https://leetcode.com/problems/lonely-pixel-ii/,Medium,"Array, Hash Table, Matrix"
LeetCode,Database,534. Game Play Analysis III,https://leetcode.com/problems/game-play-analysis-iii/,Medium,Database
LeetCode,Hash Table,535. Encode and Decode TinyURL,https://leetcode.com/problems/encode-and-decode-tinyurl/,Medium,"Hash Table, String, Design, Hash Function"
LeetCode,String,536. Construct Binary Tree from String,https://leetcode.com/problems/construct-binary-tree-from-string/,Medium,"String, Stack, Tree, Depth-First Search, Binary Tree"
LeetCode,Math,537. Complex Number Multiplication,https://leetcode.com/problems/complex-number-multiplication/,Medium,"Math, String, Simulation"
LeetCode,Tree,538. Convert BST to Greater Tree,https://leetcode.com/problems/convert-bst-to-greater-tree/,Medium,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
LeetCode,Array,539. Minimum Time Difference,https://leetcode.com/problems/minimum-time-difference/,Medium,"Array, Math, String, Sorting"
LeetCode,Array,540. Single Element in a Sorted Array,https://leetcode.com/problems/single-element-in-a-sorted-array/,Medium,"Array, Binary Search"
LeetCode,Two Pointers,541. Reverse String II,https://leetcode.com/problems/reverse-string-ii/,Easy,"Two Pointers, String"
LeetCode,Array,542. 01 Matrix,https://leetcode.com/problems/01-matrix/,Medium,"Array, Dynamic Programming, Breadth-First Search, Matrix"
LeetCode,Tree,543. Diameter of Binary Tree,https://leetcode.com/problems/diameter-of-binary-tree/,Easy,"Tree, Depth-First Search, Binary Tree"
LeetCode,String,544. Output Contest Matches,https://leetcode.com/problems/output-contest-matches/,Medium,"String, Recursion, Simulation"
LeetCode,Tree,545. Boundary of Binary Tree,https://leetcode.com/problems/boundary-of-binary-tree/,Medium,"Tree, Depth-First Search, Binary Tree"
LeetCode,Array,546. Remove Boxes,https://leetcode.com/problems/remove-boxes/,Hard,"Array, Dynamic Programming, Memoization"
LeetCode,Depth-First Search,547. Number of Provinces,https://leetcode.com/problems/number-of-provinces/,Medium,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory"
LeetCode,Array,548. Split Array with Equal Sum,https://leetcode.com/problems/split-array-with-equal-sum/,Hard,"Array, Hash Table, Prefix Sum"
LeetCode,Tree,549. Binary Tree Longest Consecutive Sequence II,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii/,Medium,"Tree, Depth-First Search, Binary Tree"
LeetCode,Database,550. Game Play Analysis IV,https://leetcode.com/problems/game-play-analysis-iv/,Medium,Database
LeetCode,String,551. Student Attendance Record I,https://leetcode.com/problems/student-attendance-record-i/,Easy,String
LeetCode,Dynamic Programming,552. Student Attendance Record II,https://leetcode.com/problems/student-attendance-record-ii/,Hard,Dynamic Programming
LeetCode,Array,553. Optimal Division,https://leetcode.com/problems/optimal-division/,Medium,"Array, Math, Dynamic Programming"
LeetCode,Array,554. Brick Wall,https://leetcode.com/problems/brick-wall/,Medium,"Array, Hash Table"
LeetCode,Array,555. Split Concatenated Strings,https://leetcode.com/problems/split-concatenated-strings/,Medium,"Array, String, Greedy"
LeetCode,Math,556. Next Greater Element III,https://leetcode.com/problems/next-greater-element-iii/,Medium,"Math, Two Pointers, String"
LeetCode,Two Pointers,557. Reverse Words in a String III,https://leetcode.com/problems/reverse-words-in-a-string-iii/,Easy,"Two Pointers, String"
LeetCode,Divide and Conquer,558. Logical OR of Two Binary Grids Represented as Quad-Trees,https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees/,Medium,"Divide and Conquer, Tree"
LeetCode,Tree,559. Maximum Depth of N-ary Tree,https://leetcode.com/problems/maximum-depth-of-n-ary-tree/,Easy,"Tree, Depth-First Search, Breadth-First Search"
LeetCode,Array,560. Subarray Sum Equals K,https://leetcode.com/problems/subarray-sum-equals-k/,Medium,"Array, Hash Table, Prefix Sum"
LeetCode,Array,561. Array Partition,https://leetcode.com/problems/array-partition/,Easy,"Array, Greedy, Sorting, Counting Sort"
LeetCode,Array,562. Longest Line of Consecutive One in Matrix,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix/,Medium,"Array, Dynamic Programming, Matrix"
LeetCode,Tree,563. Binary Tree Tilt,https://leetcode.com/problems/binary-tree-tilt/,Easy,"Tree, Depth-First Search, Binary Tree"
LeetCode,Math,564. Find the Closest Palindrome,https://leetcode.com/problems/find-the-closest-palindrome/,Hard,"Math, String"
LeetCode,Array,565. Array Nesting,https://leetcode.com/problems/array-nesting/,Medium,"Array, Depth-First Search"
LeetCode,Array,566. Reshape the Matrix,https://leetcode.com/problems/reshape-the-matrix/,Easy,"Array, Matrix, Simulation"
LeetCode,Hash Table,567. Permutation in String,https://leetcode.com/problems/permutation-in-string/,Medium,"Hash Table, Two Pointers, String, Sliding Window"
LeetCode,Array,568. Maximum Vacation Days,https://leetcode.com/problems/maximum-vacation-days/,Hard,"Array, Dynamic Programming, Matrix"
LeetCode,Database,569. Median Employee Salary,https://leetcode.com/problems/median-employee-salary/,Hard,Database
LeetCode,Database,570. Managers with at Least 5 Direct Reports,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/,Medium,Database
LeetCode,Database,571. Find Median Given Frequency of Numbers,https://leetcode.com/problems/find-median-given-frequency-of-numbers/,Hard,Database
LeetCode,Tree,572. Subtree of Another Tree,https://leetcode.com/problems/subtree-of-another-tree/,Easy,"Tree, Depth-First Search, String Matching, Binary Tree, Hash Function"
LeetCode,Array,573. Squirrel Simulation,https://leetcode.com/problems/squirrel-simulation/,Medium,"Array, Math"
LeetCode,Database,574. Winning Candidate,https://leetcode.com/problems/winning-candidate/,Medium,Database
LeetCode,Array,575. Distribute Candies,https://leetcode.com/problems/distribute-candies/,Easy,"Array, Hash Table"
LeetCode,Dynamic Programming,576. Out of Boundary Paths,https://leetcode.com/problems/out-of-boundary-paths/,Medium,Dynamic Programming
LeetCode,Database,577. Employee Bonus,https://leetcode.com/problems/employee-bonus/,Easy,Database
LeetCode,Database,578. Get Highest Answer Rate Question,https://leetcode.com/problems/get-highest-answer-rate-question/,Medium,Database
LeetCode,Database,579. Find Cumulative Salary of an Employee,https://leetcode.com/problems/find-cumulative-salary-of-an-employee/,Hard,Database
LeetCode,Database,580. Count Student Number in Departments,https://leetcode.com/problems/count-student-number-in-departments/,Medium,Database
LeetCode,Array,581. Shortest Unsorted Continuous Subarray,https://leetcode.com/problems/shortest-unsorted-continuous-subarray/,Medium,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack"
LeetCode,Array,582. Kill Process,https://leetcode.com/problems/kill-process/,Medium,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search"
LeetCode,String,583. Delete Operation for Two Strings,https://leetcode.com/problems/delete-operation-for-two-strings/,Medium,"String, Dynamic Programming"
LeetCode,Database,584. Find Customer Referee,https://leetcode.com/problems/find-customer-referee/,Easy,Database
LeetCode,Database,585. Investments in 2016,https://leetcode.com/problems/investments-in-2016/,Medium,Database
LeetCode,Database,586. Customer Placing the Largest Number of Orders,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders/,Easy,Database
LeetCode,Array,587. Erect the Fence,https://leetcode.com/problems/erect-the-fence/,Hard,"Array, Math, Geometry"
LeetCode,Hash Table,588. Design In-Memory File System,https://leetcode.com/problems/design-in-memory-file-system/,Hard,"Hash Table, String, Design, Trie, Sorting"
LeetCode,Stack,589. N-ary Tree Preorder Traversal,https://leetcode.com/problems/n-ary-tree-preorder-traversal/,Easy,"Stack, Tree, Depth-First Search"
LeetCode,Stack,590. N-ary Tree Postorder Traversal,https://leetcode.com/problems/n-ary-tree-postorder-traversal/,Easy,"Stack, Tree, Depth-First Search"
LeetCode,String,591. Tag Validator,https://leetcode.com/problems/tag-validator/,Hard,"String, Stack"
LeetCode,Math,592. Fraction Addition and Subtraction,https://leetcode.com/problems/fraction-addition-and-subtraction/,Medium,"Math, String, Simulation"
LeetCode,Math,593. Valid Square,https://leetcode.com/problems/valid-square/,Medium,"Math, Geometry"
LeetCode,Array,594. Longest Harmonious Subsequence,https://leetcode.com/problems/longest-harmonious-subsequence/,Easy,"Array, Hash Table, Sliding Window, Sorting, Counting"
LeetCode,Database,595. Big Countries,https://leetcode.com/problems/big-countries/,Easy,Database
LeetCode,Database,596. Classes With at Least 5 Students,https://leetcode.com/problems/classes-with-at-least-5-students/,Easy,Database
LeetCode,Database,597. Friend Requests I: Overall Acceptance Rate,https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate/,Easy,Database
LeetCode,Array,598. Range Addition II,https://leetcode.com/problems/range-addition-ii/,Easy,"Array, Math"
LeetCode,Array,599. Minimum Index Sum of Two Lists,https://leetcode.com/problems/minimum-index-sum-of-two-lists/,Easy,"Array, Hash Table, String"
LeetCode,Dynamic Programming,600. Non-negative Integers without Consecutive Ones,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones/,Hard,Dynamic Programming
LeetCode,Database,601. Human Traffic of Stadium,https://leetcode.com/problems/human-traffic-of-stadium/,Hard,Database
LeetCode,Database,602. Friend Requests II: Who Has the Most Friends,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends/,Medium,Database
LeetCode,Database,603. Consecutive Available Seats,https://leetcode.com/problems/consecutive-available-seats/,Easy,Database
LeetCode,Array,604. Design Compressed String Iterator,https://leetcode.com/problems/design-compressed-string-iterator/,Easy,"Array, String, Design, Iterator"
LeetCode,Array,605. Can Place Flowers,https://leetcode.com/problems/can-place-flowers/,Easy,"Array, Greedy"
LeetCode,String,606. Construct String from Binary Tree,https://leetcode.com/problems/construct-string-from-binary-tree/,Medium,"String, Tree, Depth-First Search, Binary Tree"
LeetCode,Database,607. Sales Person,https://leetcode.com/problems/sales-person/,Easy,Database
LeetCode,Database,608. Tree Node,https://leetcode.com/problems/tree-node/,Medium,Database
LeetCode,Array,609. Find Duplicate File in System,https://leetcode.com/problems/find-duplicate-file-in-system/,Medium,"Array, Hash Table, String"
LeetCode,Database,610. Triangle Judgement,https://leetcode.com/problems/triangle-judgement/,Easy,Database
LeetCode,Array,611. Valid Triangle Number,https://leetcode.com/problems/valid-triangle-number/,Medium,"Array, Two Pointers, Binary Search, Greedy, Sorting"
LeetCode,Database,612. Shortest Distance in a Plane,https://leetcode.com/problems/shortest-distance-in-a-plane/,Medium,Database
LeetCode,Database,613. Shortest Distance in a Line,https://leetcode.com/problems/shortest-distance-in-a-line/,Easy,Database
LeetCode,Database,614. Second Degree Follower,https://leetcode.com/problems/second-degree-follower/,Medium,Database
LeetCode,Database,615. Average Salary: Departments VS Company,https://leetcode.com/problems/average-salary-departments-vs-company/,Hard,Database
LeetCode,Array,616. Add Bold Tag in String,https://leetcode.com/problems/add-bold-tag-in-string/,Medium,"Array, Hash Table, String, Trie, String Matching"
LeetCode,Tree,617. Merge Two Binary Trees,https://leetcode.com/problems/merge-two-binary-trees/,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
LeetCode,Database,618. Students Report By Geography,https://leetcode.com/problems/students-report-by-geography/,Hard,Database
LeetCode,Database,619. Biggest Single Number,https://leetcode.com/problems/biggest-single-number/,Easy,Database
LeetCode,Database,620. Not Boring Movies,https://leetcode.com/problems/not-boring-movies/,Easy,Database
LeetCode,Array,621. Task Scheduler,https://leetcode.com/problems/task-scheduler/,Medium,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
LeetCode,Array,622. Design Circular Queue,https://leetcode.com/problems/design-circular-queue/,Medium,"Array, Linked List, Design, Queue"
LeetCode,Tree,623. Add One Row to Tree,https://leetcode.com/problems/add-one-row-to-tree/,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
LeetCode,Array,624. Maximum Distance in Arrays,https://leetcode.com/problems/maximum-distance-in-arrays/,Medium,"Array, Greedy"
LeetCode,Math,625. Minimum Factorization,https://leetcode.com/problems/minimum-factorization/,Medium,"Math, Greedy"
LeetCode,Database,626. Exchange Seats,https://leetcode.com/problems/exchange-seats/,Medium,Database
LeetCode,Database,627. Swap Sex of Employees,https://leetcode.com/problems/swap-sex-of-employees/,Easy,Database
LeetCode,Array,628. Maximum Product of Three Numbers,https://leetcode.com/problems/maximum-product-of-three-numbers/,Easy,"Array, Math, Sorting"
LeetCode,Dynamic Programming,629. K Inverse Pairs Array,https://leetcode.com/problems/k-inverse-pairs-array/,Hard,Dynamic Programming
LeetCode,Array,630. Course Schedule III,https://leetcode.com/problems/course-schedule-iii/,Hard,"Array, Greedy, Sorting, Heap (Priority Queue)"
LeetCode,Array,631. Design Excel Sum Formula,https://leetcode.com/problems/design-excel-sum-formula/,Hard,"Array, Hash Table, String, Graph Theory, Design, Topological Sort, Matrix"
LeetCode,Array,632. Smallest Range Covering Elements from K Lists,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/,Hard,"Array, Hash Table, Greedy, Sliding Window, Sorting, Heap (Priority Queue)"
LeetCode,Math,633. Sum of Square Numbers,https://leetcode.com/problems/sum-of-square-numbers/,Medium,"Math, Two Pointers, Binary Search"
LeetCode,Math,634. Find the Derangement of An Array,https://leetcode.com/problems/find-the-derangement-of-an-array/,Medium,"Math, Dynamic Programming, Combinatorics"
LeetCode,Hash Table,635. Design Log Storage System,https://leetcode.com/problems/design-log-storage-system/,Medium,"Hash Table, String, Design, Ordered Set"
LeetCode,Array,636. Exclusive Time of Functions,https://leetcode.com/problems/exclusive-time-of-functions/,Medium,"Array, Stack"
LeetCode,Tree,637. Average of Levels in Binary Tree,https://leetcode.com/problems/average-of-levels-in-binary-tree/,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
LeetCode,Array,638. Shopping Offers,https://leetcode.com/problems/shopping-offers/,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask"
LeetCode,String,639. Decode Ways II,https://leetcode.com/problems/decode-ways-ii/,Hard,"String, Dynamic Programming"
LeetCode,Math,640. Solve the Equation,https://leetcode.com/problems/solve-the-equation/,Medium,"Math, String, Simulation"
LeetCode,Array,641. Design Circular Deque,https://leetcode.com/problems/design-circular-deque/,Medium,"Array, Linked List, Design, Queue"
LeetCode,String,642. Design Search Autocomplete System,https://leetcode.com/problems/design-search-autocomplete-system/,Hard,"String, Depth-First Search, Design, Trie, Sorting, Heap (Priority Queue), Data Stream"
LeetCode,Array,643. Maximum Average Subarray I,https://leetcode.com/problems/maximum-average-subarray-i/,Easy,"Array, Sliding Window"
LeetCode,Array,644. Maximum Average Subarray II,https://leetcode.com/problems/maximum-average-subarray-ii/,Hard,"Array, Binary Search, Prefix Sum"
LeetCode,Array,645. Set Mismatch,https://leetcode.com/problems/set-mismatch/,Easy,"Array, Hash Table, Bit Manipulation, Sorting"
LeetCode,Array,646. Maximum Length of Pair Chain,https://leetcode.com/problems/maximum-length-of-pair-chain/,Medium,"Array, Dynamic Programming, Greedy, Sorting"
LeetCode,Two Pointers,647. Palindromic Substrings,https://leetcode.com/problems/palindromic-substrings/,Medium,"Two Pointers, String, Dynamic Programming"
LeetCode,Array,648. Replace Words,https://leetcode.com/problems/replace-words/,Medium,"Array, Hash Table, String, Trie"
LeetCode,String,649. Dota2 Senate,https://leetcode.com/problems/dota2-senate/,Medium,"String, Greedy, Queue"
LeetCode,Math,650. 2 Keys Keyboard,https://leetcode.com/problems/2-keys-keyboard/,Medium,"Math, Dynamic Programming"
LeetCode,Math,651. 4 Keys Keyboard,https://leetcode.com/problems/4-keys-keyboard/,Medium,"Math, Dynamic Programming"
LeetCode,Hash Table,652. Find Duplicate Subtrees,https://leetcode.com/problems/find-duplicate-subtrees/,Medium,"Hash Table, Tree, Depth-First Search, Binary Tree"
LeetCode,Hash Table,653. Two Sum IV - Input is a BST,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/,Easy,"Hash Table, Two Pointers, Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree"
LeetCode,Array,654. Maximum Binary Tree,https://leetcode.com/problems/maximum-binary-tree/,Medium,"Array, Divide and Conquer, Stack, Tree, Monotonic Stack, Binary Tree"
LeetCode,Tree,655. Print Binary Tree,https://leetcode.com/problems/print-binary-tree/,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
LeetCode,Array,656. Coin Path,https://leetcode.com/problems/coin-path/,Hard,"Array, Dynamic Programming"
LeetCode,String,657. Robot Return to Origin,https://leetcode.com/problems/robot-return-to-origin/,Easy,"String, Simulation"
LeetCode,Array,658. Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements/,Medium,"Array, Two Pointers, Binary Search, Sliding Window, Sorting, Heap (Priority Queue)"
LeetCode,Array,659. Split Array into Consecutive Subsequences,https://leetcode.com/problems/split-array-into-consecutive-subsequences/,Medium,"Array, Hash Table, Greedy, Heap (Priority Queue)"
LeetCode,Math,660. Remove 9,https://leetcode.com/problems/remove-9/,Hard,Math
